Source:,DataStream,,,
Original File:,CIP_20120920.xlsx,,,
Date Created:,2012.09.20,,,
Start Date:,1999.09.17,,,
End Date:,2012.09.19,,,
,,,,
,spot,usr,future,ukr
4/06/2008,1.9536,2.14,1.9016,6.075
5/06/2008,1.9547,2.15,1.9024,6.075
6/06/2008,1.96985,2.12,1.91625,6.195
9/06/2008,1.97655,2.29,1.92115,6.315
10/06/2008,1.9527,2.53,1.90228,6.475
11/06/2008,1.9632,2.47,1.9136,6.375
12/06/2008,1.94575,2.62,1.89723,6.425
13/06/2008,1.94465,2.64,1.89508,6.475
16/06/2008,1.9634,2.68,1.9153,6.475
17/06/2008,1.95265,2.58,1.9068,6.405
18/06/2008,1.95865,2.53,1.91033,6.375
19/06/2008,1.9712,2.58,1.91958,6.525
20/06/2008,1.9755,2.49,1.92402,6.525
23/06/2008,1.95945,2.57,1.90967,6.475
24/06/2008,1.97115,2.53,1.9219,6.455
25/06/2008,1.96815,2.48,1.91889,6.445
26/06/2008,1.98905,2.39,1.93818,6.445
27/06/2008,1.99155,2.35,1.9395,6.415
30/06/2008,1.99015,2.36,1.9371,6.425
1/07/2008,1.99135,2.38,1.93895,6.425
2/07/2008,1.9921,2.35,1.94065,6.4
3/07/2008,1.98275,2.3,1.93208,6.4
4/07/2008,1.9824,2.3,1.93204,6.35
7/07/2008,1.96945,2.26,1.92063,6.275
8/07/2008,1.9719,2.26,1.9219,6.275
9/07/2008,1.97865,2.21,1.92824,6.275
10/07/2008,1.97805,2.2,1.9283,6.255
11/07/2008,1.9886,2.3,1.93888,6.225
14/07/2008,1.9919,2.23,1.94215,6.225
15/07/2008,2.0048,2.15,1.9538,6.215
16/07/2008,1.9963,2.16,1.94573,6.215
17/07/2008,2.0069,2.26,1.95743,6.215
18/07/2008,1.99645,2.26,1.94664,6.215
21/07/2008,1.99585,2.3,1.94858,6.205
22/07/2008,1.9966,2.33,1.94949,6.175
23/07/2008,1.99665,2.4,1.9498,6.175
24/07/2008,1.98275,2.26,1.93609,6.185
25/07/2008,1.98745,2.35,1.94082,6.175
28/07/2008,1.9914,2.28,1.944,6.175
29/07/2008,1.98075,2.36,1.93495,6.125
30/07/2008,1.97925,2.33,1.93333,6.125
31/07/2008,1.9809,2.27,1.93445,6.105
1/08/2008,1.9739,2.25,1.92725,6.105
4/08/2008,1.9657,2.27,1.92025,6.085
5/08/2008,1.95495,2.26,1.91132,6.085
6/08/2008,1.9507,2.26,1.9071,6.075
7/08/2008,1.94425,2.17,1.90098,6.075
8/08/2008,1.91595,2.19,1.87288,6.075
11/08/2008,1.9175,2.27,1.87288,6.075
12/08/2008,1.9012,2.18,1.85715,6.075
13/08/2008,1.8649,2.19,1.82419,5.975
14/08/2008,1.8753,2.14,1.83472,5.975
15/08/2008,1.86325,2.12,1.82247,5.975
18/08/2008,1.86575,2.15,1.82515,5.975
19/08/2008,1.8621,2.11,1.82153,5.975
20/08/2008,1.8586,2.06,1.8178,5.975
21/08/2008,1.8759,2.1,1.83374,5.955
22/08/2008,1.85835,2.17,1.81773,5.945
25/08/2008,1.8529,2.12,1.8123,5.945
26/08/2008,1.8387,2.19,1.79905,5.945
27/08/2008,1.8383,2.16,1.79905,5.945
28/08/2008,1.82925,2.19,1.78955,5.945
29/08/2008,1.82395,2.17,1.78503,5.945
1/09/2008,1.7987,2.17,1.76108,5.945
2/09/2008,1.78625,2.12,1.7492,5.975
3/09/2008,1.7766,2.08,1.73933,5.925
4/09/2008,1.77245,2.04,1.7343,5.925
5/09/2008,1.7667,2.07,1.72885,5.925
8/09/2008,1.7643,2.12,1.72655,5.925
9/09/2008,1.7643,2.06,1.7257,5.935
10/09/2008,1.7554,2.06,1.71644,5.92
11/09/2008,1.7506,2.01,1.71181,5.905
12/09/2008,1.78575,2.02,1.74523,5.905
15/09/2008,1.79345,1.66,1.7505,5.9
16/09/2008,1.7743,1.72,1.73205,5.95
17/09/2008,1.7957,1.5,1.75613,6.05
18/09/2008,1.8192,1.53,1.78072,6.05
19/09/2008,1.83265,2.05,1.79355,6.45
22/09/2008,1.8441,2.06,1.80565,6.45
23/09/2008,1.855,2.01,1.81837,6.35
24/09/2008,1.8523,1.9,1.81852,6.375
25/09/2008,1.8471,1.97,1.81658,6.5
26/09/2008,1.84315,1.81,1.81295,6.4
29/09/2008,1.8094,1.6,1.78115,6.4
30/09/2008,1.78245,1.78,1.76565,6.625
1/10/2008,1.7705,1.72,1.7505,6.5
2/10/2008,1.75815,1.45,1.73555,6.5
3/10/2008,1.7749,1.41,1.74775,6.5
6/10/2008,1.73425,1.23,1.70628,6.5
7/10/2008,1.76005,1.27,1.73698,6.5
8/10/2008,1.7331,1.28,1.71398,6.5
9/10/2008,1.7239,1.33,1.7036,6.5
10/10/2008,1.7021,1.08,1.68518,6.5
13/10/2008,1.7417,1.08,1.72111,6.5
14/10/2008,1.75405,1.22,1.73015,6.5
15/10/2008,1.7458,1.14,1.72368,6.45
16/10/2008,1.72295,1.29,1.70008,6.425
17/10/2008,1.7255,1.34,1.70113,6.4
20/10/2008,1.71335,1.69,1.68715,6.4
21/10/2008,1.6956,1.74,1.66965,6.4
22/10/2008,1.63355,1.64,1.61218,6.4
23/10/2008,1.61965,1.61,1.59948,6.175
24/10/2008,1.5823,1.6,1.56638,6.175
27/10/2008,1.54725,1.57,1.53323,6.4
28/10/2008,1.5592,1.53,1.54465,6.125
29/10/2008,1.63055,1.41,1.61198,6.1
30/10/2008,1.6262,1.36,1.6101,6
31/10/2008,1.61575,1.34,1.59935,5.975
3/11/2008,1.58485,1.31,1.56988,5.8
4/11/2008,1.6073,1.28,1.59025,5.8
5/11/2008,1.6166,1.22,1.59883,5.525
6/11/2008,1.5894,1.17,1.57853,5.35
7/11/2008,1.5762,1.2,1.56572,4.5
10/11/2008,1.56995,1.16,1.5578,4.425
11/11/2008,1.542,1.16,1.53005,4.375
12/11/2008,1.5047,1.03,1.4991,4.35
13/11/2008,1.48095,1.16,1.4786,4.15
14/11/2008,1.48265,1.14,1.48063,4.15
17/11/2008,1.4982,1.08,1.49615,4.15
18/11/2008,1.5009,1.05,1.4987,4.15
19/11/2008,1.5111,0.97,1.50875,4.15
20/11/2008,1.47735,0.87,1.47665,4.15
21/11/2008,1.4788,0.83,1.48184,4.15
24/11/2008,1.50835,0.95,1.51265,4.25
25/11/2008,1.5296,0.95,1.53165,4.25
26/11/2008,1.54025,0.93,1.5439,4.125
27/11/2008,1.5411,0.93,1.5452,4.125
28/11/2008,1.53445,0.9,1.53858,4.125
1/12/2008,1.484,0.81,1.48963,3.975
2/12/2008,1.4937,0.77,1.50098,3.925
3/12/2008,1.4819,0.7,1.48898,3.875
4/12/2008,1.46855,0.61,1.47353,3.75
5/12/2008,1.45695,0.54,1.4599,3.5
8/12/2008,1.4863,0.53,1.48988,3.45
9/12/2008,1.4798,0.49,1.48165,3.4
10/12/2008,1.4821,0.49,1.48328,3.325
11/12/2008,1.4941,0.51,1.4931,3.35
12/12/2008,1.4924,0.5,1.4908,3.4
15/12/2008,1.5361,0.5,1.53399,3.375
16/12/2008,1.529,0.45,1.52758,3.375
17/12/2008,1.54265,0.45,1.54043,3.275
18/12/2008,1.5338,0.43,1.5326,3.275
19/12/2008,1.49175,0.44,1.4885,3.2
22/12/2008,1.47335,0.4,1.47043,3.125
23/12/2008,1.4694,0.41,1.46805,3.125
24/12/2008,1.472,0.4,1.47016,3.125
25/12/2008,1.472,0.4,1.47016,3.125
26/12/2008,1.47075,0.38,1.46798,3.125
29/12/2008,1.45595,0.36,1.45355,2.925
30/12/2008,1.44285,0.34,1.44073,2.925
31/12/2008,1.43775,0.37,1.43478,2.925
1/01/2009,1.43775,0.37,1.43478,2.925
2/01/2009,1.4503,0.4,1.44913,2.925
5/01/2009,1.45665,0.43,1.45604,2.8
6/01/2009,1.4689,0.45,1.4668,2.65
7/01/2009,1.51595,0.44,1.51265,2.65
8/01/2009,1.51975,0.44,1.51495,2.525
9/01/2009,1.5228,0.43,1.51562,2.525
12/01/2009,1.4841,0.43,1.4778,2.425
13/01/2009,1.4559,0.43,1.44985,2.425
14/01/2009,1.4548,0.42,1.4493,2.425
15/01/2009,1.45655,0.42,1.45178,2.4
16/01/2009,1.4836,0.43,1.47824,2.4
19/01/2009,1.4522,0.43,1.44821,2.375
20/01/2009,1.3964,0.42,1.39373,2.375
21/01/2009,1.3733,0.43,1.37318,2.375
22/01/2009,1.3748,0.42,1.37398,2.375
23/01/2009,1.3669,0.46,1.36668,2.375
26/01/2009,1.39385,0.47,1.39252,2.375
27/01/2009,1.4171,0.47,1.41525,2.375
28/01/2009,1.43095,0.48,1.42873,2.375
29/01/2009,1.4323,0.51,1.43075,2.375
30/01/2009,1.4417,0.51,1.44148,2.375
2/02/2009,1.4162,0.51,1.4169,2.375
3/02/2009,1.43545,0.53,1.43578,2.375
4/02/2009,1.45445,0.53,1.45438,2.375
5/02/2009,1.4629,0.54,1.4621,2.425
6/02/2009,1.47335,0.57,1.4723,2.425
9/02/2009,1.4911,0.6,1.49008,2.45
10/02/2009,1.46885,0.6,1.46743,2.45
11/02/2009,1.43535,0.6,1.43703,2.45
12/02/2009,1.42535,0.58,1.4265,2.45
13/02/2009,1.443,0.61,1.44493,2.45
16/02/2009,1.42415,0.61,1.42573,2.45
17/02/2009,1.42545,0.61,1.42635,2.45
18/02/2009,1.419,0.64,1.4178,2.45
19/02/2009,1.43115,0.67,1.43033,1.15
20/02/2009,1.4324,0.64,1.43153,1.15
23/02/2009,1.4556,0.69,1.45348,1.15
24/02/2009,1.4422,0.71,1.44205,1.15
25/02/2009,1.42365,0.75,1.425,1.15
26/02/2009,1.43625,0.73,1.43738,1.15
27/02/2009,1.42535,0.72,1.42673,1.225
2/03/2009,1.40055,0.67,1.40188,1.225
3/03/2009,1.4043,0.68,1.40553,1.225
4/03/2009,1.41065,0.71,1.41316,1.225
5/03/2009,1.4121,0.66,1.41455,1
6/03/2009,1.4151,0.67,1.41728,1
9/03/2009,1.3758,0.69,1.38105,1.15
10/03/2009,1.3842,0.71,1.39175,0.85
11/03/2009,1.37745,0.71,1.3829,0.85
12/03/2009,1.3809,0.7,1.38555,0.85
13/03/2009,1.3971,0.67,1.40178,0.85
16/03/2009,1.4087,0.69,1.414,0.75
17/03/2009,1.4019,0.69,1.40735,0.75
18/03/2009,1.397,0.6,1.40252,0.75
19/03/2009,1.45875,0.6,1.46175,0.75
20/03/2009,1.44325,0.6,1.44768,0.75
23/03/2009,1.4496,0.6,1.45265,0.8
24/03/2009,1.4728,0.62,1.47605,0.8
25/03/2009,1.4586,0.6,1.4622,0.8
26/03/2009,1.44975,0.57,1.45265,0.8
27/03/2009,1.43235,0.58,1.43485,0.8
30/03/2009,1.4189,0.58,1.42173,0.8
31/03/2009,1.43335,0.57,1.43605,0.8
1/04/2009,1.43815,0.58,1.4413,0.8
2/04/2009,1.4738,0.59,1.47635,0.8
3/04/2009,1.4805,0.6,1.48228,0.8
6/04/2009,1.47965,0.6,1.48153,0.75
7/04/2009,1.4751,0.6,1.4773,0.75
8/04/2009,1.46435,0.59,1.4661,0.75
9/04/2009,1.46595,0.6,1.46838,0.75
10/04/2009,1.46595,0.6,1.46838,0.75
13/04/2009,1.4797,0.57,1.48183,0.75
14/04/2009,1.48965,0.54,1.4908,0.75
15/04/2009,1.4982,0.54,1.49845,0.75
16/04/2009,1.4911,0.54,1.4909,0.75
17/04/2009,1.4804,0.57,1.47978,0.75
20/04/2009,1.4539,0.54,1.45348,0.75
21/04/2009,1.4621,0.53,1.46205,0.75
22/04/2009,1.4537,0.52,1.45344,0.75
23/04/2009,1.46115,0.49,1.46113,0.75
24/04/2009,1.4715,0.5,1.47164,0.75
27/04/2009,1.4663,0.49,1.46623,0.75
28/04/2009,1.46565,0.52,1.46595,0.75
29/04/2009,1.4765,0.5,1.47683,0.75
30/04/2009,1.4818,0.49,1.48196,0.75
1/05/2009,1.4856,0.49,1.48569,0.75
4/05/2009,1.4968,0.52,1.4972,0.75
5/05/2009,1.50725,0.53,1.50698,0.75
6/05/2009,1.5048,0.51,1.5042,0.75
7/05/2009,1.5043,0.54,1.50336,0.75
8/05/2009,1.50635,0.55,1.5052,0.75
11/05/2009,1.511,0.53,1.50915,0.875
12/05/2009,1.52685,0.54,1.52503,0.875
13/05/2009,1.51575,0.52,1.51435,0.85
14/05/2009,1.5142,0.5,1.51345,0.85
15/05/2009,1.5258,0.5,1.52462,0.85
18/05/2009,1.5308,0.5,1.52935,0.875
19/05/2009,1.55025,0.48,1.54868,0.875
20/05/2009,1.56485,0.44,1.56253,0.875
21/05/2009,1.57165,0.45,1.5688,0.85
22/05/2009,1.5878,0.49,1.58592,0.85
25/05/2009,1.58995,0.49,1.5877,0.7
26/05/2009,1.5943,0.5,1.59243,0.75
27/05/2009,1.6034,0.49,1.60198,0.75
28/05/2009,1.5968,0.48,1.59516,0.75
29/05/2009,1.61255,0.47,1.61094,0.75
1/06/2009,1.6428,0.48,1.6412,0.75
2/06/2009,1.6562,0.46,1.65491,0.75
3/06/2009,1.6386,0.45,1.63643,0.75
4/06/2009,1.6207,0.47,1.61808,0.75
5/06/2009,1.6011,0.62,1.60002,0.75
8/06/2009,1.59845,0.62,1.59773,0.7
9/06/2009,1.62725,0.56,1.62603,0.7
10/06/2009,1.6361,0.55,1.6351,0.7
11/06/2009,1.652,0.53,1.65065,0.7
12/06/2009,1.646,0.52,1.64404,0.7
15/06/2009,1.6337,0.51,1.63215,0.7
16/06/2009,1.6438,0.51,1.64319,0.7
17/06/2009,1.6286,0.5,1.62785,0.7
18/06/2009,1.6345,0.52,1.63422,0.7
19/06/2009,1.6434,0.51,1.64297,0.7
22/06/2009,1.6396,0.5,1.6387,0.7
23/06/2009,1.6312,0.5,1.63023,0.675
24/06/2009,1.6489,0.5,1.64848,0.675
25/06/2009,1.6295,0.47,1.62824,0.675
26/06/2009,1.6516,0.45,1.65024,0.675
29/06/2009,1.65485,0.51,1.65345,0.675
30/06/2009,1.64685,0.56,1.64508,0.675
1/07/2009,1.6481,0.54,1.64573,0.675
2/07/2009,1.6368,0.49,1.635,0.675
3/07/2009,1.6344,0.49,1.63258,0.675
6/07/2009,1.6197,0.48,1.61818,0.675
7/07/2009,1.61855,0.46,1.61756,0.675
8/07/2009,1.60875,0.45,1.60803,0.675
9/07/2009,1.62335,0.47,1.62152,0.675
10/07/2009,1.62035,0.45,1.61864,0.675
13/07/2009,1.6106,0.47,1.60958,0.675
14/07/2009,1.6272,0.47,1.62645,0.675
15/07/2009,1.64165,0.5,1.64058,0.675
16/07/2009,1.6431,0.47,1.642,0.675
17/07/2009,1.6322,0.48,1.63112,0.675
20/07/2009,1.64705,0.47,1.64603,0.675
21/07/2009,1.6457,0.46,1.64365,0.675
22/07/2009,1.64355,0.47,1.64155,0.675
23/07/2009,1.653,0.49,1.6509,0.675
24/07/2009,1.6414,0.47,1.63957,0.675
27/07/2009,1.64955,0.49,1.64753,0.675
28/07/2009,1.64695,0.49,1.6448,0.675
29/07/2009,1.641,0.5,1.63938,0.775
30/07/2009,1.6491,0.48,1.64812,0.775
31/07/2009,1.65785,0.48,1.65685,0.775
3/08/2009,1.69255,0.48,1.69125,0.775
4/08/2009,1.6904,0.47,1.68787,0.775
5/08/2009,1.69645,0.49,1.69296,0.775
6/08/2009,1.6802,0.48,1.67852,0.775
7/08/2009,1.66775,0.52,1.66674,0.775
10/08/2009,1.65345,0.49,1.65271,0.775
11/08/2009,1.65,0.48,1.6484,0.775
12/08/2009,1.6536,0.47,1.65258,0.775
13/08/2009,1.6593,0.45,1.65845,0.775
14/08/2009,1.65305,0.44,1.65193,0.775
17/08/2009,1.631,0.45,1.6297,0.775
18/08/2009,1.6527,0.43,1.6509,0.775
19/08/2009,1.6499,0.43,1.64875,0.775
20/08/2009,1.6486,0.42,1.64728,0.775
21/08/2009,1.6509,0.45,1.65011,0.775
24/08/2009,1.6412,0.44,1.64025,0.775
25/08/2009,1.6374,0.47,1.6366,0.775
26/08/2009,1.6213,0.45,1.62063,0.775
27/08/2009,1.61735,0.46,1.61646,0.725
28/08/2009,1.6311,0.44,1.63005,0.725
31/08/2009,1.6298,0.43,1.62839,0.725
1/09/2009,1.6226,0.43,1.62064,0.725
2/09/2009,1.62515,0.41,1.62286,0.725
3/09/2009,1.6337,0.42,1.63198,0.725
4/09/2009,1.6346,0.42,1.6335,0.825
7/09/2009,1.6375,0.42,1.63678,0.825
8/09/2009,1.6565,0.41,1.65607,0.825
9/09/2009,1.65665,0.4,1.65565,0.825
10/09/2009,1.6672,0.4,1.66622,0.825
11/09/2009,1.6704,0.39,1.66905,0.825
14/09/2009,1.6614,0.4,1.66015,0.825
15/09/2009,1.64315,0.39,1.64348,0.825
16/09/2009,1.65025,0.38,1.65025,0.825
17/09/2009,1.65375,0.4,1.65421,0.825
18/09/2009,1.6291,0.41,1.62968,0.825
21/09/2009,1.61815,0.4,1.61847,0.825
22/09/2009,1.63735,0.42,1.63752,0.825
23/09/2009,1.6419,0.41,1.64181,0.825
24/09/2009,1.6068,0.39,1.6063,0.825
25/09/2009,1.59445,0.41,1.59428,0.825
28/09/2009,1.5881,0.4,1.58845,0.825
29/09/2009,1.5936,0.41,1.5925,0.825
30/09/2009,1.59935,0.4,1.59854,0.825
1/10/2009,1.59895,0.37,1.5978,0.825
2/10/2009,1.5894,0.37,1.58808,0.825
5/10/2009,1.59445,0.36,1.5928,0.825
6/10/2009,1.59325,0.37,1.59148,0.825
7/10/2009,1.59125,0.34,1.58923,0.825
8/10/2009,1.6099,0.35,1.60813,0.825
9/10/2009,1.5932,0.38,1.59135,0.825
12/10/2009,1.5787,0.38,1.57712,0.825
13/10/2009,1.58485,0.35,1.58313,0.825
14/10/2009,1.5953,0.35,1.5931,0.825
15/10/2009,1.6266,0.36,1.62425,0.825
16/10/2009,1.6346,0.36,1.63185,0.825
19/10/2009,1.63895,0.38,1.63586,0.825
20/10/2009,1.6446,0.39,1.64117,0.825
21/10/2009,1.6621,0.4,1.65755,0.825
22/10/2009,1.65725,0.38,1.65292,0.825
23/10/2009,1.63395,0.4,1.63112,0.825
26/10/2009,1.635,0.41,1.63235,0.825
27/10/2009,1.63365,0.39,1.63127,0.825
28/10/2009,1.6374,0.39,1.6342,0.825
29/10/2009,1.6558,0.4,1.6521,0.825
30/10/2009,1.64835,0.37,1.64468,0.825
2/11/2009,1.6378,0.38,1.63387,0.825
3/11/2009,1.63935,0.38,1.63509,0.825
4/11/2009,1.6578,0.36,1.65333,0.825
5/11/2009,1.6602,0.36,1.65455,0.825
6/11/2009,1.6609,0.34,1.6555,0.825
9/11/2009,1.67475,0.34,1.66975,0.825
10/11/2009,1.67265,0.33,1.66748,0.825
11/11/2009,1.65805,0.33,1.65344,0.825
12/11/2009,1.6545,0.32,1.64935,0.825
13/11/2009,1.66745,0.32,1.6621,0.825
16/11/2009,1.67725,0.31,1.67187,0.825
17/11/2009,1.67955,0.32,1.67405,0.825
18/11/2009,1.67605,0.29,1.67108,0.825
19/11/2009,1.6621,0.27,1.65695,0.825
20/11/2009,1.65135,0.27,1.64648,0.825
23/11/2009,1.66165,0.29,1.65623,0.825
24/11/2009,1.65825,0.28,1.65205,0.825
25/11/2009,1.66525,0.26,1.65925,0.825
26/11/2009,1.64905,0.26,1.64373,0.825
27/11/2009,1.649,0.26,1.64425,0.825
30/11/2009,1.6411,0.27,1.63655,0.825
1/12/2009,1.6627,0.26,1.65815,0.825
2/12/2009,1.6658,0.28,1.6616,0.825
3/12/2009,1.658,0.3,1.65388,0.825
4/12/2009,1.6535,0.36,1.6496,0.825
7/12/2009,1.6429,0.32,1.63883,0.825
8/12/2009,1.63015,0.29,1.62614,0.825
9/12/2009,1.62185,0.31,1.61758,0.825
10/12/2009,1.6252,0.32,1.6212,0.825
11/12/2009,1.62325,0.35,1.61954,0.825
14/12/2009,1.6264,0.37,1.62213,0.825
15/12/2009,1.6263,0.41,1.62197,0.825
16/12/2009,1.63975,0.38,1.6354,0.825
17/12/2009,1.6128,0.35,1.60858,0.825
18/12/2009,1.60815,0.36,1.60445,0.825
21/12/2009,1.60705,0.4,1.6033,0.825
22/12/2009,1.59355,0.41,1.58935,0.825
23/12/2009,1.5971,0.41,1.59305,0.825
24/12/2009,1.59295,0.43,1.5893,0.825
25/12/2009,1.59295,0.43,1.5893,0.825
28/12/2009,1.60025,0.47,1.59703,0.825
29/12/2009,1.5965,0.47,1.59293,0.825
30/12/2009,1.60105,0.45,1.59685,0.825
31/12/2009,1.61485,0.47,1.61111,0.825
1/01/2010,1.61485,0.47,1.61111,0.825
4/01/2010,1.61195,0.45,1.60817,0.825
5/01/2010,1.6032,0.41,1.59935,0.825
6/01/2010,1.5998,0.4,1.59602,0.825
7/01/2010,1.59365,0.4,1.5897,0.825
8/01/2010,1.59615,0.37,1.59213,0.825
11/01/2010,1.61715,0.35,1.6132,0.825
12/01/2010,1.6191,0.34,1.61505,0.825
13/01/2010,1.6264,0.37,1.62227,0.825
14/01/2010,1.63155,0.34,1.62716,0.825
15/01/2010,1.62535,0.33,1.62076,0.825
18/01/2010,1.6336,0.33,1.62875,0.825
19/01/2010,1.6372,0.33,1.63135,0.825
20/01/2010,1.6277,0.31,1.62199,0.825
21/01/2010,1.6175,0.31,1.61252,0.825
22/01/2010,1.61245,0.3,1.60768,0.825
25/01/2010,1.62075,0.3,1.61569,0.825
26/01/2010,1.6148,0.32,1.61001,0.825
27/01/2010,1.61905,0.33,1.61378,0.825
28/01/2010,1.6137,0.31,1.60873,0.825
29/01/2010,1.6024,0.3,1.59753,0.825
1/02/2010,1.5903,0.33,1.5856,0.825
2/02/2010,1.5969,0.33,1.59222,0.825
3/02/2010,1.59325,0.35,1.58897,0.825
4/02/2010,1.5783,0.32,1.57407,0.825
5/02/2010,1.56445,0.31,1.56091,0.825
8/02/2010,1.56415,0.32,1.56017,0.825
9/02/2010,1.5606,0.34,1.55638,0.825
10/02/2010,1.5589,0.38,1.5557,0.825
11/02/2010,1.5609,0.38,1.5576,0.825
12/02/2010,1.5642,0.35,1.56071,0.825
15/02/2010,1.5654,0.35,1.56171,0.825
16/02/2010,1.5677,0.34,1.56438,0.825
17/02/2010,1.5723,0.35,1.56878,0.825
18/02/2010,1.5641,0.37,1.5608,0.825
19/02/2010,1.54165,0.39,1.53865,0.825
22/02/2010,1.54935,0.37,1.54618,0.825
23/02/2010,1.5449,0.36,1.54158,0.825
24/02/2010,1.5449,0.34,1.54165,0.825
25/02/2010,1.5253,0.32,1.52212,0.825
26/02/2010,1.5224,0.32,1.51903,0.825
1/03/2010,1.49405,0.32,1.49035,0.825
2/03/2010,1.49265,0.32,1.48888,0.825
3/03/2010,1.50655,0.33,1.50256,0.825
4/03/2010,1.50535,0.35,1.50159,0.825
5/03/2010,1.51,0.38,1.50678,0.825
8/03/2010,1.5069,0.39,1.50388,0.825
9/03/2010,1.4985,0.37,1.49526,0.825
10/03/2010,1.4971,0.39,1.49421,0.825
11/03/2010,1.5043,0.4,1.50131,0.825
12/03/2010,1.5177,0.41,1.5148,0.825
15/03/2010,1.5042,0.4,1.50163,0.825
16/03/2010,1.5193,0.41,1.51665,0.825
17/03/2010,1.52955,0.41,1.5266,0.825
18/03/2010,1.5246,0.41,1.52195,0.825
19/03/2010,1.50155,0.42,1.49933,0.825
22/03/2010,1.50695,0.41,1.50458,0.825
23/03/2010,1.50675,0.4,1.50424,0.825
24/03/2010,1.4913,0.44,1.48897,0.825
25/03/2010,1.48835,0.44,1.48625,0.825
26/03/2010,1.49045,0.43,1.48806,0.825
29/03/2010,1.4982,0.42,1.49593,0.825
30/03/2010,1.51065,0.44,1.50835,0.825
31/03/2010,1.5169,0.41,1.51448,0.825
1/04/2010,1.52825,0.42,1.52575,0.825
2/04/2010,1.52825,0.46,1.52575,0.825
5/04/2010,1.52935,0.48,1.5276,0.825
6/04/2010,1.52005,0.49,1.51808,0.825
7/04/2010,1.5204,0.47,1.51813,0.825
8/04/2010,1.52465,0.46,1.52213,0.825
9/04/2010,1.53535,0.46,1.53308,0.825
12/04/2010,1.5391,0.46,1.53661,0.825
13/04/2010,1.5366,0.45,1.53423,0.825
14/04/2010,1.546,0.45,1.54378,0.825
15/04/2010,1.54985,0.43,1.54775,0.825
16/04/2010,1.54055,0.41,1.5383,0.825
19/04/2010,1.53015,0.43,1.52774,0.825
20/04/2010,1.5353,0.42,1.5333,0.825
21/04/2010,1.5402,0.44,1.53782,0.825
22/04/2010,1.5386,0.45,1.53578,0.825
23/04/2010,1.5353,0.46,1.53239,0.825
26/04/2010,1.5465,0.47,1.5435,0.825
27/04/2010,1.53425,0.42,1.53151,0.825
28/04/2010,1.52045,0.43,1.51815,0.825
29/04/2010,1.52755,0.42,1.52511,0.825
30/04/2010,1.53065,0.41,1.52843,0.825
3/05/2010,1.5227,0.43,1.52105,0.825
4/05/2010,1.5112,0.43,1.50955,0.825
5/05/2010,1.51155,0.39,1.51085,0.825
6/05/2010,1.49715,0.34,1.49715,0.825
7/05/2010,1.4684,0.38,1.46863,0.825
10/05/2010,1.4988,0.39,1.49745,0.825
11/05/2010,1.4871,0.38,1.48573,0.825
12/05/2010,1.48585,0.4,1.48493,0.825
13/05/2010,1.46765,0.4,1.46702,0.825
14/05/2010,1.45555,0.34,1.45561,0.825
17/05/2010,1.44315,0.36,1.4433,0.825
18/05/2010,1.4438,0.35,1.44388,0.825
19/05/2010,1.4367,0.35,1.43734,0.825
20/05/2010,1.4304,0.34,1.43141,0.825
21/05/2010,1.44385,0.35,1.44529,0.825
24/05/2010,1.4409,0.35,1.44286,0.825
25/05/2010,1.43365,0.36,1.4371,0.825
26/05/2010,1.4423,0.37,1.44554,0.825
27/05/2010,1.44735,0.37,1.44993,0.825
28/05/2010,1.44585,0.34,1.44805,0.825
31/05/2010,1.45295,0.34,1.45533,0.825
1/06/2010,1.47,0.35,1.47193,0.825
2/06/2010,1.45695,0.38,1.45896,0.825
3/06/2010,1.4621,0.38,1.46344,0.825
4/06/2010,1.4558,0.34,1.45658,0.825
7/06/2010,1.4495,0.35,1.4509,0.825
8/06/2010,1.4369,0.34,1.43833,0.825
9/06/2010,1.4594,0.33,1.4604,0.825
10/06/2010,1.4665,0.34,1.4672,0.825
11/06/2010,1.4552,0.3,1.45603,0.825
14/06/2010,1.4787,0.31,1.47895,0.825
15/06/2010,1.4814,0.31,1.48193,0.825
16/06/2010,1.4837,0.3,1.48434,0.825
17/06/2010,1.4789,0.28,1.47941,0.825
18/06/2010,1.4801,0.3,1.48018,0.825
21/06/2010,1.48185,0.29,1.48183,0.825
22/06/2010,1.47925,0.29,1.47988,0.825
23/06/2010,1.48985,0.3,1.49022,0.825
24/06/2010,1.49695,0.29,1.49697,0.825
25/06/2010,1.4978,0.29,1.49789,0.825
28/06/2010,1.51095,0.3,1.51068,0.825
29/06/2010,1.5057,0.31,1.50564,0.825
30/06/2010,1.4961,0.32,1.49574,0.825
1/07/2010,1.5115,0.32,1.51086,0.825
2/07/2010,1.51885,0.31,1.5182,0.825
5/07/2010,1.5109,0.31,1.51018,0.825
6/07/2010,1.5219,0.32,1.52123,0.825
7/07/2010,1.52025,0.31,1.5191,0.825
8/07/2010,1.51595,0.3,1.51411,0.825
9/07/2010,1.51095,0.3,1.5093,0.825
12/07/2010,1.50755,0.3,1.5061,0.825
13/07/2010,1.51695,0.3,1.51525,0.825
14/07/2010,1.5266,0.27,1.52463,0.825
15/07/2010,1.53735,0.27,1.53491,0.825
16/07/2010,1.53445,0.28,1.53166,0.825
19/07/2010,1.5212,0.28,1.51853,0.825
20/07/2010,1.5241,0.27,1.52103,0.825
21/07/2010,1.5212,0.27,1.51836,0.825
22/07/2010,1.5259,0.27,1.52314,0.825
