Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988
End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009
Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D
Name,MICROSOFT,,Name,APPLE,,Name,INTEL,,Name,HEWLETT-PACKARD,,Name,MOTORS LIQUIDATION
Code,719643(P),,Code,992816(P),,Code,922726(P),,Code,905277(P),,Code,905171(P)
CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$
18/5/1989,0.4046,,18/5/1989,11.1875,,18/5/1989,1.0039,,18/5/1989,5.344,,18/5/1989,32.6397
19/5/1989,0.4046,,19/5/1989,11.4375,,19/5/1989,1.0234,,19/5/1989,5.4296,,19/5/1989,33.0318
22/5/1989,0.4115,,22/5/1989,11.5,,22/5/1989,1.0078,,22/5/1989,5.4051,,22/5/1989,33.2278
23/5/1989,0.3933,,23/5/1989,11.375,,23/5/1989,0.9766,,23/5/1989,5.2584,,23/5/1989,32.0517
24/5/1989,0.3993,,24/5/1989,11.9375,,24/5/1989,0.9922,,24/5/1989,5.2461,,24/5/1989,31.8556
25/5/1989,0.3993,,25/5/1989,12.0625,,25/5/1989,0.9922,,25/5/1989,5.2706,,25/5/1989,31.6596
26/5/1989,0.4089,,26/5/1989,12.125,,26/5/1989,1.0078,,26/5/1989,5.2951,,26/5/1989,31.7576
29/5/1989,0.4089,,29/5/1989,12.125,,29/5/1989,1.0078,,29/5/1989,5.2951,,29/5/1989,31.7576
30/5/1989,0.4098,,30/5/1989,11.875,,30/5/1989,1.0117,,30/5/1989,5.2951,,30/5/1989,31.6596
31/5/1989,0.4202,,31/5/1989,11.9375,,31/5/1989,1.0156,,31/5/1989,5.2828,,31/5/1989,31.6596
1/6/1989,0.4167,,1/6/1989,12.1875,,1/6/1989,1.0352,,1/6/1989,5.2706,,1/6/1989,32.3457
2/6/1989,0.4046,,2/6/1989,12.25,,2/6/1989,1.0391,,2/6/1989,5.344,,2/6/1989,32.2477
5/6/1989,0.3941,,5/6/1989,11.75,,5/6/1989,0.9687,,5/6/1989,5.344,,5/6/1989,31.7576
6/6/1989,0.4063,,6/6/1989,11.6875,,6/6/1989,0.9961,,6/6/1989,5.3807,,6/6/1989,32.0517
7/6/1989,0.415,,7/6/1989,12.0625,,7/6/1989,1.0078,,7/6/1989,5.3195,,7/6/1989,32.2477
8/6/1989,0.415,,8/6/1989,11.9063,,8/6/1989,0.9844,,8/6/1989,5.3073,,8/6/1989,32.5417
9/6/1989,0.415,,9/6/1989,11.75,,9/6/1989,0.9766,,9/6/1989,5.3073,,9/6/1989,32.3457
12/6/1989,0.4098,,12/6/1989,11.875,,12/6/1989,1.0039,,12/6/1989,5.3317,,12/6/1989,33.0318
13/6/1989,0.3976,,13/6/1989,12.125,,13/6/1989,0.9609,,13/6/1989,5.2584,,13/6/1989,33.1298
14/6/1989,0.4011,,14/6/1989,12.4063,,14/6/1989,0.9453,,14/6/1989,5.1361,,14/6/1989,32.8358
15/6/1989,0.3941,,15/6/1989,11.875,,15/6/1989,0.9297,,15/6/1989,5.0627,,15/6/1989,32.2477
16/6/1989,0.3941,,16/6/1989,11.125,,16/6/1989,0.9453,,16/6/1989,5.1483,,16/6/1989,32.8358
19/6/1989,0.3924,,19/6/1989,11,,19/6/1989,0.9453,,19/6/1989,5.2217,,19/6/1989,32.4437
20/6/1989,0.3785,,20/6/1989,10.75,,20/6/1989,0.9141,,20/6/1989,5.1238,,20/6/1989,31.8556
21/6/1989,0.382,,21/6/1989,10.625,,21/6/1989,0.9297,,21/6/1989,5.0872,,21/6/1989,31.3655
22/6/1989,0.3855,,22/6/1989,10.8125,,22/6/1989,0.9531,,22/6/1989,5.0382,,22/6/1989,31.5616
23/6/1989,0.3846,,23/6/1989,10.9688,,23/6/1989,0.9609,,23/6/1989,5.1972,,23/6/1989,32.3457
26/6/1989,0.3802,,26/6/1989,10.875,,26/6/1989,0.9766,,26/6/1989,5.1605,,26/6/1989,32.5417
27/6/1989,0.3742,,27/6/1989,10.6563,,27/6/1989,0.9883,,27/6/1989,5.2339,,27/6/1989,32.6397
28/6/1989,0.3664,,28/6/1989,10.4375,,28/6/1989,0.9531,,28/6/1989,5.1972,,28/6/1989,32.4437
29/6/1989,0.3611,,29/6/1989,10.1563,,29/6/1989,0.9062,,29/6/1989,5.0505,,29/6/1989,32.1497
30/6/1989,0.3681,,30/6/1989,10.3125,,30/6/1989,0.9062,,30/6/1989,5.0627,,30/6/1989,32.7378
3/7/1989,0.3768,,3/7/1989,10.1875,,3/7/1989,0.8906,,3/7/1989,5.0872,,3/7/1989,32.7378
4/7/1989,0.3768,,4/7/1989,10.1875,,4/7/1989,0.8906,,4/7/1989,5.0872,,4/7/1989,32.7378
5/7/1989,0.3837,,5/7/1989,10.125,,5/7/1989,0.8828,,5/7/1989,5.0382,,5/7/1989,32.3457
6/7/1989,0.3664,,6/7/1989,10.3125,,6/7/1989,0.8828,,6/7/1989,5.0505,,6/7/1989,32.0517
7/7/1989,0.3716,,7/7/1989,10.3125,,7/7/1989,0.9062,,7/7/1989,5.1972,,7/7/1989,31.4635
10/7/1989,0.3811,,10/7/1989,10.125,,10/7/1989,0.9297,,10/7/1989,5.2339,,10/7/1989,31.6596
11/7/1989,0.3716,,11/7/1989,9.9375,,11/7/1989,0.9297,,11/7/1989,5.2217,,11/7/1989,32.1497
12/7/1989,0.3698,,12/7/1989,10,,12/7/1989,0.9297,,12/7/1989,5.2339,,12/7/1989,32.6397
13/7/1989,0.3681,,13/7/1989,10.1563,,13/7/1989,0.9219,,13/7/1989,5.2339,,13/7/1989,32.9338
14/7/1989,0.3664,,14/7/1989,10.1875,,14/7/1989,0.9336,,14/7/1989,5.2217,,14/7/1989,34.11
17/7/1989,0.3698,,17/7/1989,10.1875,,17/7/1989,0.9805,,17/7/1989,5.2217,,17/7/1989,33.7179
18/7/1989,0.3716,,18/7/1989,9.8125,,18/7/1989,0.9023,,18/7/1989,5.185,,18/7/1989,33.4239
19/7/1989,0.3759,,19/7/1989,10.125,,19/7/1989,0.8906,,19/7/1989,5.2828,,19/7/1989,34.11
20/7/1989,0.3716,,20/7/1989,10,,20/7/1989,0.8984,,20/7/1989,5.2094,,20/7/1989,34.012
21/7/1989,0.3837,,21/7/1989,10,,21/7/1989,0.9219,,21/7/1989,5.185,,21/7/1989,35.1882
24/7/1989,0.3837,,24/7/1989,9.8125,,24/7/1989,0.8945,,24/7/1989,5.1483,,24/7/1989,34.5021
25/7/1989,0.3611,,25/7/1989,9.6875,,25/7/1989,0.8789,,25/7/1989,5.0382,,25/7/1989,34.5021
26/7/1989,0.3664,,26/7/1989,9.5625,,26/7/1989,0.8906,,26/7/1989,5.0994,,26/7/1989,35.0902
27/7/1989,0.3733,,27/7/1989,9.8125,,27/7/1989,0.9219,,27/7/1989,5.1116,,27/7/1989,35.3842
28/7/1989,0.3768,,28/7/1989,9.8438,,28/7/1989,0.9297,,28/7/1989,5.2339,,28/7/1989,34.9922
31/7/1989,0.3802,,31/7/1989,9.9375,,31/7/1989,0.9531,,31/7/1989,5.2584,,31/7/1989,35.1882
1/8/1989,0.3768,,1/8/1989,9.9688,,1/8/1989,0.9141,,1/8/1989,5.1972,,1/8/1989,34.9922
2/8/1989,0.3768,,2/8/1989,10.125,,2/8/1989,0.9297,,2/8/1989,5.1605,,2/8/1989,34.9922
3/8/1989,0.382,,3/8/1989,10.3125,,3/8/1989,0.9687,,3/8/1989,5.0994,,3/8/1989,35.2862
4/8/1989,0.3959,,4/8/1989,10.6875,,4/8/1989,0.9922,,4/8/1989,5.3195,,4/8/1989,35.2862
7/8/1989,0.4011,,7/8/1989,10.9375,,7/8/1989,1.0234,,7/8/1989,5.6252,,7/8/1989,35.2862
8/8/1989,0.4098,,8/8/1989,11.0313,,8/8/1989,1.0312,,8/8/1989,5.5763,,8/8/1989,35.0902
9/8/1989,0.408,,9/8/1989,11,,9/8/1989,0.9844,,9/8/1989,5.5274,,9/8/1989,35.3842
10/8/1989,0.4063,,10/8/1989,10.8125,,10/8/1989,0.9766,,10/8/1989,5.454,,10/8/1989,35.2862
11/8/1989,0.4011,,11/8/1989,10.4688,,11/8/1989,0.9609,,11/8/1989,5.4051,,11/8/1989,34.9922
14/8/1989,0.3959,,14/8/1989,10.1875,,14/8/1989,0.9414,,14/8/1989,5.1605,,14/8/1989,34.7961
15/8/1989,0.3993,,15/8/1989,10.3438,,15/8/1989,0.9453,,15/8/1989,5.1361,,15/8/1989,35.6783
16/8/1989,0.3881,,16/8/1989,10.0938,,16/8/1989,0.9023,,16/8/1989,5.1361,,16/8/1989,35.8743
17/8/1989,0.3924,,17/8/1989,10.25,,17/8/1989,0.9219,,17/8/1989,4.9893,,17/8/1989,35.6783
18/8/1989,0.3993,,18/8/1989,10.5625,,18/8/1989,0.9219,,18/8/1989,5.026,,18/8/1989,35.5803
21/8/1989,0.3898,,21/8/1989,10.5625,,21/8/1989,0.8984,,21/8/1989,4.9404,,21/8/1989,34.9922
22/8/1989,0.4054,,22/8/1989,10.7188,,22/8/1989,0.9141,,22/8/1989,4.9404,,22/8/1989,34.6001
23/8/1989,0.4115,,23/8/1989,10.9375,,23/8/1989,0.9453,,23/8/1989,4.9282,,23/8/1989,34.8941
24/8/1989,0.4098,,24/8/1989,11.0313,,24/8/1989,0.9531,,24/8/1989,5.0994,,24/8/1989,36.6585
25/8/1989,0.4089,,25/8/1989,11.1875,,25/8/1989,0.9609,,25/8/1989,5.0627,,25/8/1989,37.5406
28/8/1989,0.4106,,28/8/1989,11.1875,,28/8/1989,0.9531,,28/8/1989,5.0872,,28/8/1989,37.5406
29/8/1989,0.4063,,29/8/1989,11.0313,,29/8/1989,0.9297,,29/8/1989,5.0016,,29/8/1989,36.9525
30/8/1989,0.4115,,30/8/1989,11.125,,30/8/1989,0.9453,,30/8/1989,5.0994,,30/8/1989,38.2267
31/8/1989,0.408,,31/8/1989,11.125,,31/8/1989,0.9375,,31/8/1989,5.1361,,31/8/1989,38.4228
1/9/1989,0.4158,,1/9/1989,11.1563,,1/9/1989,0.9453,,1/9/1989,5.1972,,1/9/1989,39.2069
4/9/1989,0.4158,,4/9/1989,11.1563,,4/9/1989,0.9453,,4/9/1989,5.1972,,4/9/1989,39.2069
5/9/1989,0.4167,,5/9/1989,11.1875,,5/9/1989,0.957,,5/9/1989,5.0627,,5/9/1989,39.2069
6/9/1989,0.4115,,6/9/1989,11.1875,,6/9/1989,0.9375,,6/9/1989,5.026,,6/9/1989,39.3049
7/9/1989,0.4046,,7/9/1989,11.1875,,7/9/1989,0.9297,,7/9/1989,5.0382,,7/9/1989,39.2069
8/9/1989,0.4098,,8/9/1989,11.25,,8/9/1989,0.9297,,8/9/1989,5.0382,,8/9/1989,39.1089
11/9/1989,0.4124,,11/9/1989,11.4375,,11/9/1989,0.9297,,11/9/1989,5.0627,,11/9/1989,38.6188
12/9/1989,0.4184,,12/9/1989,11.5,,12/9/1989,0.9687,,12/9/1989,5.0749,,12/9/1989,38.7168
13/9/1989,0.4323,,13/9/1989,11.25,,13/9/1989,0.9727,,13/9/1989,4.9771,,13/9/1989,38.4228
14/9/1989,0.4428,,14/9/1989,11.1875,,14/9/1989,0.9687,,14/9/1989,4.9771,,14/9/1989,38.0307
15/9/1989,0.4358,,15/9/1989,11.25,,15/9/1989,0.9766,,15/9/1989,5.0382,,15/9/1989,38.5208
18/9/1989,0.441,,18/9/1989,11,,18/9/1989,0.9531,,18/9/1989,5.0749,,18/9/1989,38.6188
19/9/1989,0.4341,,19/9/1989,10.8125,,19/9/1989,0.9609,,19/9/1989,5.0138,,19/9/1989,38.3248
20/9/1989,0.4514,,20/9/1989,11.1563,,20/9/1989,0.9766,,20/9/1989,5.0382,,20/9/1989,37.6386
21/9/1989,0.4549,,21/9/1989,11.1875,,21/9/1989,0.9922,,21/9/1989,5.0382,,21/9/1989,37.2466
22/9/1989,0.4584,,22/9/1989,11.2188,,22/9/1989,0.9961,,22/9/1989,5.0138,,22/9/1989,37.3446
25/9/1989,0.4653,,25/9/1989,11.3125,,25/9/1989,0.9961,,25/9/1989,5.0016,,25/9/1989,36.9525
26/9/1989,0.4671,,26/9/1989,11.3125,,26/9/1989,1.0078,,26/9/1989,4.9771,,26/9/1989,37.8347
27/9/1989,0.4627,,27/9/1989,11.1875,,27/9/1989,0.9883,,27/9/1989,5.0138,,27/9/1989,37.6386
28/9/1989,0.4723,,28/9/1989,11.375,,28/9/1989,1,,28/9/1989,4.9282,,28/9/1989,37.6386
29/9/1989,0.4757,,29/9/1989,11.125,,29/9/1989,1.0078,,29/9/1989,4.916,,29/9/1989,36.5604
2/10/1989,0.4836,,2/10/1989,11.0938,,2/10/1989,1.0117,,2/10/1989,4.8181,,2/10/1989,36.9525
3/10/1989,0.4792,,3/10/1989,10.9063,,3/10/1989,0.9922,,3/10/1989,4.7203,,3/10/1989,37.6386
4/10/1989,0.5244,,4/10/1989,11.0625,,4/10/1989,1.0156,,4/10/1989,4.7937,,4/10/1989,37.8347
5/10/1989,0.5504,,5/10/1989,11.375,,5/10/1989,1.0312,,5/10/1989,4.8915,,5/10/1989,37.8347
6/10/1989,0.5539,,6/10/1989,12.0313,,6/10/1989,1.0469,,6/10/1989,4.9037,,6/10/1989,38.1287
9/10/1989,0.5678,,9/10/1989,12.375,,9/10/1989,1.082,,9/10/1989,5.0138,,9/10/1989,37.9327
10/10/1989,0.5643,,10/10/1989,12.375,,10/10/1989,1.0625,,10/10/1989,5.0138,,10/10/1989,37.4426
11/10/1989,0.5556,,11/10/1989,12.2188,,11/10/1989,1.0508,,11/10/1989,5.0138,,11/10/1989,36.9525
12/10/1989,0.5452,,12/10/1989,12.1875,,12/10/1989,1.0586,,12/10/1989,5.0138,,12/10/1989,36.6585
13/10/1989,0.5105,,13/10/1989,11.4375,,13/10/1989,0.9922,,13/10/1989,4.7081,,13/10/1989,33.7179
16/10/1989,0.5261,,16/10/1989,11.6875,,16/10/1989,1.0312,,16/10/1989,4.7692,,16/10/1989,35.5803
17/10/1989,0.5461,,17/10/1989,11.8125,,17/10/1989,1.0469,,17/10/1989,4.7692,,17/10/1989,35.2862
18/10/1989,0.5591,,18/10/1989,12.0625,,18/10/1989,1.0586,,18/10/1989,4.7937,,18/10/1989,35.1882
19/10/1989,0.5851,,19/10/1989,12.1875,,19/10/1989,1.0859,,19/10/1989,4.916,,19/10/1989,35.6783
20/10/1989,0.5921,,20/10/1989,12,,20/10/1989,1.0859,,20/10/1989,4.8915,,20/10/1989,35.7763
23/10/1989,0.5773,,23/10/1989,11.6875,,23/10/1989,1.0469,,23/10/1989,4.8304,,23/10/1989,35.6783
24/10/1989,0.5617,,24/10/1989,11.9063,,24/10/1989,1.0391,,24/10/1989,5.0138,,24/10/1989,36.6585
25/10/1989,0.5539,,25/10/1989,11.625,,25/10/1989,1.0273,,25/10/1989,4.9404,,25/10/1989,35.1882
26/10/1989,0.54,,26/10/1989,11.3125,,26/10/1989,1,,26/10/1989,4.867,,26/10/1989,34.7961
27/10/1989,0.5348,,27/10/1989,11.3125,,27/10/1989,0.9961,,27/10/1989,4.8304,,27/10/1989,34.5021
30/10/1989,0.553,,30/10/1989,11.4375,,30/10/1989,1.0117,,30/10/1989,4.598,,30/10/1989,34.4041
31/10/1989,0.5678,,31/10/1989,11.625,,31/10/1989,1.0547,,31/10/1989,4.6714,,31/10/1989,34.7961
1/11/1989,0.5704,,1/11/1989,11.5313,,1/11/1989,1.0391,,1/11/1989,4.5491,,1/11/1989,35.2862
2/11/1989,0.5296,,2/11/1989,11,,2/11/1989,0.9844,,2/11/1989,4.3534,,2/11/1989,34.6981
3/11/1989,0.5435,,3/11/1989,10.8125,,3/11/1989,0.957,,3/11/1989,4.2801,,3/11/1989,34.7961
6/11/1989,0.5365,,6/11/1989,10.8125,,6/11/1989,0.9297,,6/11/1989,4.1333,,6/11/1989,33.7179
7/11/1989,0.5626,,7/11/1989,11,,7/11/1989,0.9844,,7/11/1989,4.2556,,7/11/1989,34.4041
8/11/1989,0.5782,,8/11/1989,11.25,,8/11/1989,0.9922,,8/11/1989,4.1455,,8/11/1989,35.0902
9/11/1989,0.5817,,9/11/1989,11.5,,9/11/1989,1.0078,,9/11/1989,4.1945,,9/11/1989,35.0902
10/11/1989,0.5869,,10/11/1989,11.6875,,10/11/1989,1.0273,,10/11/1989,4.2067,,10/11/1989,34.6981
13/11/1989,0.612,,13/11/1989,11.625,,13/11/1989,1.0352,,13/11/1989,4.2067,,13/11/1989,34.6001
14/11/1989,0.6008,,14/11/1989,11.1875,,14/11/1989,1.0312,,14/11/1989,4.1089,,14/11/1989,34.012
15/11/1989,0.6146,,15/11/1989,11.0625,,15/11/1989,1.0547,,15/11/1989,4.0233,,15/11/1989,34.012
16/11/1989,0.6077,,16/11/1989,11.1875,,16/11/1989,1.0469,,16/11/1989,4.0355,,16/11/1989,33.7179
17/11/1989,0.6034,,17/11/1989,11.1875,,17/11/1989,1.0625,,17/11/1989,4.3534,,17/11/1989,33.914
20/11/1989,0.6008,,20/11/1989,11.3125,,20/11/1989,1.0469,,20/11/1989,4.3412,,20/11/1989,33.7179
21/11/1989,0.612,,21/11/1989,11.3125,,21/11/1989,1.0469,,21/11/1989,4.3412,,21/11/1989,33.7179
22/11/1989,0.6129,,22/11/1989,11.1875,,22/11/1989,1.0781,,22/11/1989,4.3412,,22/11/1989,33.5219
23/11/1989,0.6129,,23/11/1989,11.1875,,23/11/1989,1.0781,,23/11/1989,4.3412,,23/11/1989,33.5219
24/11/1989,0.6086,,24/11/1989,11.1875,,24/11/1989,1.0859,,24/11/1989,4.3412,,24/11/1989,33.7179
27/11/1989,0.6025,,27/11/1989,11,,27/11/1989,1.0859,,27/11/1989,4.3657,,27/11/1989,34.4041
28/11/1989,0.6042,,28/11/1989,11.0313,,28/11/1989,1.0742,,28/11/1989,4.2678,,28/11/1989,34.5021
29/11/1989,0.5938,,29/11/1989,11,,29/11/1989,1.0859,,29/11/1989,4.329,,29/11/1989,34.208
30/11/1989,0.6042,,30/11/1989,11.0625,,30/11/1989,1.0859,,30/11/1989,4.439,,30/11/1989,34.4041
1/12/1989,0.5903,,1/12/1989,11,,1/12/1989,1.1016,,1/12/1989,4.5124,,1/12/1989,34.7961
4/12/1989,0.599,,4/12/1989,11.3125,,4/12/1989,1.1172,,4/12/1989,4.6347,,4/12/1989,34.7961
5/12/1989,0.6025,,5/12/1989,11.25,,5/12/1989,1.1094,,5/12/1989,4.5246,,5/12/1989,34.9922
6/12/1989,0.5921,,6/12/1989,10.6875,,6/12/1989,1.0859,,6/12/1989,4.488,,6/12/1989,34.7961
7/12/1989,0.5938,,7/12/1989,10.6875,,7/12/1989,1.0859,,7/12/1989,4.5613,,7/12/1989,35.0902
8/12/1989,0.5886,,8/12/1989,10.4375,,8/12/1989,1.0469,,8/12/1989,4.5491,,8/12/1989,35.1882
11/12/1989,0.5764,,11/12/1989,9.8125,,11/12/1989,1.0117,,11/12/1989,4.4757,,11/12/1989,34.8941
12/12/1989,0.573,,12/12/1989,9,,12/12/1989,1,,12/12/1989,4.4757,,12/12/1989,34.6001
13/12/1989,0.5556,,13/12/1989,9,,13/12/1989,1.0078,,13/12/1989,4.439,,13/12/1989,34.9922
14/12/1989,0.5417,,14/12/1989,8.7188,,14/12/1989,0.9805,,14/12/1989,4.3534,,14/12/1989,34.11
15/12/1989,0.5348,,15/12/1989,8.4375,,15/12/1989,0.9609,,15/12/1989,4.3779,,15/12/1989,33.3259
18/12/1989,0.5435,,18/12/1989,8.6875,,18/12/1989,0.9414,,18/12/1989,4.3534,,18/12/1989,32.7378
19/12/1989,0.5582,,19/12/1989,8.75,,19/12/1989,0.9687,,19/12/1989,4.4513,,19/12/1989,32.3457
20/12/1989,0.5747,,20/12/1989,8.9375,,20/12/1989,0.9844,,20/12/1989,4.488,,20/12/1989,32.5417
21/12/1989,0.5799,,21/12/1989,9.0625,,21/12/1989,1.043,,21/12/1989,4.439,,21/12/1989,33.2278
22/12/1989,0.5955,,22/12/1989,9.125,,22/12/1989,1.0391,,22/12/1989,4.4635,,22/12/1989,33.0318
25/12/1989,0.5955,,25/12/1989,9.125,,25/12/1989,1.0391,,25/12/1989,4.4635,,25/12/1989,33.0318
26/12/1989,0.5938,,26/12/1989,8.875,,26/12/1989,1.0195,,26/12/1989,4.488,,26/12/1989,33.5219
27/12/1989,0.599,,27/12/1989,8.7813,,27/12/1989,1.0625,,27/12/1989,4.5002,,27/12/1989,33.6199
28/12/1989,0.5921,,28/12/1989,8.6563,,28/12/1989,1.0625,,28/12/1989,4.5246,,28/12/1989,33.1298
29/12/1989,0.6042,,29/12/1989,8.8125,,29/12/1989,1.0781,,29/12/1989,4.6225,,29/12/1989,33.1298
1/1/1990,0.6042,,1/1/1990,8.8125,,1/1/1990,1.0781,,1/1/1990,4.6225,,1/1/1990,33.1298
2/1/1990,0.6164,,2/1/1990,9.3125,,2/1/1990,1.125,,2/1/1990,4.8304,,2/1/1990,34.8941
3/1/1990,0.6199,,3/1/1990,9.375,,3/1/1990,1.0937,,3/1/1990,4.7448,,3/1/1990,34.6981
4/1/1990,0.6381,,4/1/1990,9.4063,,4/1/1990,1.1172,,4/1/1990,4.6958,,4/1/1990,34.6001
5/1/1990,0.6225,,5/1/1990,9.4375,,5/1/1990,1.1094,,5/1/1990,4.6347,,5/1/1990,34.11
8/1/1990,0.632,,8/1/1990,9.5,,8/1/1990,1.125,,8/1/1990,4.7203,,8/1/1990,34.208
9/1/1990,0.6303,,9/1/1990,9.4063,,9/1/1990,1.1562,,9/1/1990,4.6102,,9/1/1990,34.4041
10/1/1990,0.6129,,10/1/1990,9,,10/1/1990,1.125,,10/1/1990,4.598,,10/1/1990,34.11
11/1/1990,0.6008,,11/1/1990,8.625,,11/1/1990,1.125,,11/1/1990,4.5858,,11/1/1990,34.012
12/1/1990,0.5982,,12/1/1990,8.625,,12/1/1990,1.1016,,12/1/1990,4.4757,,12/1/1990,32.6397
15/1/1990,0.5982,,15/1/1990,8.5625,,15/1/1990,1.1094,,15/1/1990,4.439,,15/1/1990,32.3457
16/1/1990,0.6164,,16/1/1990,8.7188,,16/1/1990,1.1719,,16/1/1990,4.5613,,16/1/1990,33.3259
17/1/1990,0.6077,,17/1/1990,8.3125,,17/1/1990,1.1758,,17/1/1990,4.4757,,17/1/1990,32.9338
18/1/1990,0.6225,,18/1/1990,8.0938,,18/1/1990,1.1641,,18/1/1990,4.439,,18/1/1990,33.0318
19/1/1990,0.6537,,19/1/1990,8.5625,,19/1/1990,1.1836,,19/1/1990,4.3657,,19/1/1990,33.3259
22/1/1990,0.6303,,22/1/1990,8.3125,,22/1/1990,1.1484,,22/1/1990,4.3534,,22/1/1990,32.3457
23/1/1990,0.6233,,23/1/1990,8.4375,,23/1/1990,1.1484,,23/1/1990,4.3657,,23/1/1990,32.3457
24/1/1990,0.6303,,24/1/1990,8.5,,24/1/1990,1.1875,,24/1/1990,4.3779,,24/1/1990,32.0517
25/1/1990,0.6303,,25/1/1990,8.5313,,25/1/1990,1.1953,,25/1/1990,4.2923,,25/1/1990,32.2477
26/1/1990,0.6303,,26/1/1990,8.1875,,26/1/1990,1.2109,,26/1/1990,4.3168,,26/1/1990,32.7378
29/1/1990,0.6355,,29/1/1990,8.3125,,29/1/1990,1.1953,,29/1/1990,4.2678,,29/1/1990,32.3457
30/1/1990,0.6337,,30/1/1990,8.5,,30/1/1990,1.1797,,30/1/1990,4.329,,30/1/1990,31.8556
31/1/1990,0.6424,,31/1/1990,8.5,,31/1/1990,1.2344,,31/1/1990,4.3657,,31/1/1990,32.6397
1/2/1990,0.6511,,1/2/1990,8.4063,,1/2/1990,1.2187,,1/2/1990,4.3412,,1/2/1990,32.8358
2/2/1990,0.6511,,2/2/1990,8.5625,,2/2/1990,1.2187,,2/2/1990,4.3657,,2/2/1990,32.8358
5/2/1990,0.6546,,5/2/1990,8.75,,5/2/1990,1.25,,5/2/1990,4.439,,5/2/1990,32.8358
6/2/1990,0.6528,,6/2/1990,8.6875,,6/2/1990,1.25,,6/2/1990,4.4268,,6/2/1990,32.5417
7/2/1990,0.6476,,7/2/1990,8.3125,,7/2/1990,1.2578,,7/2/1990,4.6592,,7/2/1990,33.7179
8/2/1990,0.6546,,8/2/1990,8.25,,8/2/1990,1.2656,,8/2/1990,4.6469,,8/2/1990,33.7179
9/2/1990,0.6563,,9/2/1990,8.5625,,9/2/1990,1.2578,,9/2/1990,4.5613,,9/2/1990,33.6199
12/2/1990,0.6581,,12/2/1990,8.5,,12/2/1990,1.2266,,12/2/1990,4.4757,,12/2/1990,34.012
13/2/1990,0.6581,,13/2/1990,8.625,,13/2/1990,1.2422,,13/2/1990,4.5369,,13/2/1990,34.11
14/2/1990,0.6598,,14/2/1990,8.5625,,14/2/1990,1.25,,14/2/1990,4.5736,,14/2/1990,33.7179
15/2/1990,0.6737,,15/2/1990,8.5625,,15/2/1990,1.2578,,15/2/1990,4.6225,,15/2/1990,34.5021
16/2/1990,0.6806,,16/2/1990,8.4375,,16/2/1990,1.25,,16/2/1990,4.2923,,16/2/1990,33.7179
19/2/1990,0.6806,,19/2/1990,8.4375,,19/2/1990,1.25,,19/2/1990,4.2923,,19/2/1990,33.7179
20/2/1990,0.6963,,20/2/1990,8.375,,20/2/1990,1.2109,,20/2/1990,4.1333,,20/2/1990,33.5219
21/2/1990,0.6676,,21/2/1990,8.5,,21/2/1990,1.2148,,21/2/1990,4.1211,,21/2/1990,34.306
22/2/1990,0.6693,,22/2/1990,8.25,,22/2/1990,1.2109,,22/2/1990,4.0477,,22/2/1990,34.11
23/2/1990,0.6772,,23/2/1990,8.3125,,23/2/1990,1.2031,,23/2/1990,4.0599,,23/2/1990,34.012
26/2/1990,0.6893,,26/2/1990,8.5,,26/2/1990,1.2344,,26/2/1990,4.1333,,26/2/1990,34.8941
27/2/1990,0.6806,,27/2/1990,8.375,,27/2/1990,1.2344,,27/2/1990,4.1455,,27/2/1990,35.2862
28/2/1990,0.6858,,28/2/1990,8.5,,28/2/1990,1.2578,,28/2/1990,4.2189,,28/2/1990,35.1882
1/3/1990,0.6945,,1/3/1990,8.5625,,1/3/1990,1.2695,,1/3/1990,4.1089,,1/3/1990,35.2862
2/3/1990,0.7206,,2/3/1990,8.4375,,2/3/1990,1.2734,,2/3/1990,4.1578,,2/3/1990,36.0704
5/3/1990,0.731,,5/3/1990,8.625,,5/3/1990,1.2461,,5/3/1990,4.1455,,5/3/1990,35.8743
6/3/1990,0.7258,,6/3/1990,8.8125,,6/3/1990,1.2695,,6/3/1990,4.1578,,6/3/1990,36.0704
7/3/1990,0.7136,,7/3/1990,8.8438,,7/3/1990,1.25,,7/3/1990,4.2678,,7/3/1990,35.4823
8/3/1990,0.7379,,8/3/1990,9.1875,,8/3/1990,1.2539,,8/3/1990,4.3779,,8/3/1990,35.9723
9/3/1990,0.7397,,9/3/1990,9.2188,,9/3/1990,1.2656,,9/3/1990,4.3657,,9/3/1990,36.2664
12/3/1990,0.7518,,12/3/1990,9.1563,,12/3/1990,1.2539,,12/3/1990,4.3657,,12/3/1990,36.8545
13/3/1990,0.7379,,13/3/1990,9.2188,,13/3/1990,1.2422,,13/3/1990,4.329,,13/3/1990,36.9525
14/3/1990,0.7449,,14/3/1990,9.1875,,14/3/1990,1.2266,,14/3/1990,4.3045,,14/3/1990,36.7565
15/3/1990,0.7709,,15/3/1990,9.1875,,15/3/1990,1.2539,,15/3/1990,4.3045,,15/3/1990,37.3446
