Name,3M,ACE,AES
8/07/2004,2370.2,1015,965.3
9/07/2004,588.9,1789.1,2549.2
12/07/2004,1605.9,593.7,1569
13/07/2004,-673,2021.7,3626.7
14/07/2004,2044.8,577.5,2692.7
15/07/2004,4119,1774,1063.1
16/07/2004,2545,957.4,1465.3
19/07/2004,-7976.7,-186.3,2580
20/07/2004,4972.7,3160.3,1533.3
21/07/2004,1415.6,1274.2,-2010.8
22/07/2004,3765.9,2242.6,2970.8
23/07/2004,1026.3,739.9,1615.3
26/07/2004,3350.5,1533.8,1807.2
27/07/2004,6139.8,2615.4,4256.9
28/07/2004,4493.9,2080.3,1986
29/07/2004,7316.6,2840.9,4480.6
